流水號,名稱與備註,教授,學分,時間,教室,選修別,全與半,分發條件內容
48021FM5010-*,股權投資分析師養成Equity Research Analyst Training密碼卡僅於第一週上課發放,嚴柏宇,3,二234/I1-406,管理二館-406,選修,半,"['系所:限數學系碩士班、財務金融學系碩士班。', '系所:限數學系、財務金融學系。年級:限三年級、四年級。指定課程:必須先修MT1031、先修MT1032、先修FM3001。']"
48022FM6006-*,數量方法,王志瑋,3,三234/I-405,志希館-405,選修,半,['系所:限財務金融學系碩士班。年級:限一年級。']
48023FM6012-*,國際財務管理International Financial Management不在分發優先順序內或名額外學生請拿密碼卡,高櫻芬,3,一678/I1-406,管理二館-406,必修,半,"['系所:限財務金融學系碩士班。年級:限一年級。', '系所:限財務金融學系碩士班。', '系所:限財務金融學系。', '系所:限學分學程-財務金融、學分學程-金融科技。']"
48024FM6047-*,投資學InvestmentsFM,林基財,3,三678/I1-406,管理二館-406,必修,半,"['系所:限財務金融學系碩士班。年級:限一年級。', '系所:限數學系碩士班、財務金融學系碩士班。', '學制:限碩士班。學院:限管理學院。', '學制:限學士班。年級:限四年級。指定課程:必須擋修FM3017。']"
48025FM6062-*,不動產投資研討Real Estate Investments新聘廖仁傑老師授課,教授群,3,三234/I1-307,管理二館-307,選修,半,"['系所:限財務金融學系碩士班。', '學制:限碩士班。學院:限管理學院。']"
48026FM6063-*,財務管理專題討論,黃泓人張傳章,2,五56/I1-117,管理二館-117,必修,半,"['系所:限財務金融學系碩士班。年級:限一年級。', '系所:限財務金融學系。年級:限三年級、四年級。']"
48027FM6065-*,財務管理專題討論,賴弘能張傳章,2,五78/I1-117,管理二館-117,選修,半,"['系所:限財務金融學系碩士班。年級:限二年級。', '系所:限財務金融學系碩士班。', '年級:限非一年級。']"
48028FM6098-*,財務工程Financial Engineering不在分發優先順序內或名額外學生請拿密碼卡,吳庭斌,3,四678/I1-406,管理二館-406,選修,半,"['系所:限財務金融學系碩士班。年級:限一年級。指定課程:必須先修FM6016。', '系所:限數學系碩士班、財務金融學系碩士班、學分學程-財務工程。']"
48029FM6100-*,投資銀行Investment Banking本課程密集上課,賴弘能,2,四234/I1-117,管理二館-117,選修,半,"['系所:限財務金融學系碩士班。', '系所:限財務金融學系。指定課程:必須擋修FM2032。', '系所:限數學系。指定課程:必須擋修FM2032。', '系所:限數學系碩士班。', '學制:限碩士班。學院:限管理學院。', '指定課程:必須擋修FM2032。', '指定課程:必須擋修FM2030。']"
48030FM6108-*,金融科技應用與創新Fintech,翁禮祺,3,五234/I1-406,管理二館-406,選修,半,"['系所:限財務金融學系碩士班。', '系所:限財務金融學系。', '學制:限碩士班。學院:限管理學院。', '學制:限學士班。學院:限管理學院。', '學制:限碩士班。', '學制:限學士班。']"
48032FM6114-*,機器學習智慧系統Machine Learning and Intelligent Systems,李俊賢,3,三234/I1-408,管理二館-408,選修,半,"['系所:限財務金融學系碩士班。', '年級:限三年級、四年級。', '學制:限碩士班、博士班。']"
48038FM8021-*,論文研究,教授群,1,五9/I1-408,管理二館-408,必修,半,['系所:限財務金融學系博士班。年級:限五年級。']
48039FM8028-*,論文研究,教授群,1,五Z/I1-408,管理二館-408,必修,半,['系所:限財務金融學系博士班。年級:限五年級。']
48040FM8030-*,論文研究,教授群,1,五5/I1-408,管理二館-408,必修,半,[]
48041FM9998-*,財務研究助理實習Practice in Financial Research Training,,0,日Z/I1-406,管理二館-406,選修,半,[]
48042FMA007-*,期貨與選擇權Futures and Options密集授課,張傳章,3,六234/I1-408,管理二館-408,必修,半,"['系所:限財務金融學系碩士在職專班。年級:限一年級。', '系所:限財務金融學系碩士在職專班。']"
48043FMA022-*,財務報表分析Financial Statement Analysis密集授課,王曉雯,2,六78/I1-408,管理二館-408,選修,半,['系所:限財務金融學系碩士在職專班。']
48044FMA026-*,國際財務管理International Financial Management密集授課,高櫻芬,2,日23/I1-408,管理二館-408,選修,半,['系所:限財務金融學系碩士在職專班。']
48045FMA029-*,論文研究IIResearch Methods II,教授群,2,六AB/I1-408,管理二館-408,必修,半,['系所:限財務金融學系碩士在職專班。年級:限二年級。']
48046FMA103-*,金融行銷Financial Services Marketing密集授課,李小梅教授群,2,日AB/I1-408,管理二館-408,選修,半,['系所:限財務金融學系碩士在職專班。']
48047FMA108-*,企業社會責任Corporate Social Responsibility密集授課,黃泓人沈建文,2,六56/I1-408,管理二館-408,選修,半,['系所:限財務金融學系碩士在職專班。']
49001AC6011-*,高等管理會計學Advanced Management Accounting,陳建中,3,五234/I1-509,管理二館-509,必修,半,['系所:限會計研究所碩士班。年級:限一年級。']
49002AC6026-*,資訊管理研究Seminar on Information Management,顏如君,3,三567/I1-509,管理二館-509,選修,半,['系所:限會計研究所碩士班。']
49004AC6029-*,會計學術專題討論Workshop on Accounting Research,王曉雯,1,三4/I1-521,管理二館-521,必修,半,['系所:限會計研究所碩士班。年級:限一年級。']
49005ACA102-*,商業智慧Business Intelligence,許秉瑜,3,六234/I1-003,管理二館-003,選修,半,['系所:限會計研究所企業資源規劃會計碩士在職專班。']
49006ACA103-*,ERP財務會計模組,張瑞珠,3,日234/I1-003,管理二館-003,必修,半,['系所:限會計研究所企業資源規劃會計碩士在職專班。']
49007ACA108-*,資料分析Data Analysis,蕭義棋,1,六6/I1-003,管理二館-003,選修,半,['系所:限會計研究所企業資源規劃會計碩士在職專班。']
49008ACA115-*,論文研究,教授群,3,日789/*-***,其他-***,必修,半,['系所:限會計研究所企業資源規劃會計碩士在職專班。年級:限二年級、三年級。']
49009ACA116-*,會計個案研討,王曉雯,1,日6/I1-003,管理二館-003,選修,半,['系所:限會計研究所企業資源規劃會計碩士在職專班。']
49010ACA122-*,會計資訊系統個案研討Seminar on Accounting Information Systems,顏如君,1,日5/I1-003,管理二館-003,選修,半,['系所:限會計研究所企業資源規劃會計碩士在職專班。']
49011ACA123-*,公司理財Corporate Finance,劉乃熒,1,六5/I1-003,管理二館-003,選修,半,['系所:限會計研究所企業資源規劃會計碩士在職專班。']
50001HE1002-*,跨域綜整,單維彰,1,三Z/A-106,文學一館-106,必修,半,[]
51001EE1006-A,數位邏輯實驗Digital Logic Circuit Laboratories,薛木添,1,二89A/E1-223,工程二館-223,必修,半,"['系所:限電機工程學系。年級:限一年級。班別:限A。', '系所:限電機工程學系。年級:限二年級、三年級、四年級。', '系所:限資訊電機學院學士班、輔系-電機工程學系、雙主修-電機工程學系。']"
51002EE1006-B,數位邏輯實驗Digital Logic Circuit Laboratories,薛木添,1,五789/E1-223,工程二館-223,必修,半,"['系所:限電機工程學系。年級:限一年級。班別:限B。', '系所:限電機工程學系。年級:限二年級、三年級、四年級。', '系所:限資訊電機學院學士班、輔系-電機工程學系、雙主修-電機工程學系。']"
51003EE1010-A,工程數學,徐國鎧,3,一34/E1-121三2/E1-121,工程二館-121,必修,半,"['系所:限電機工程學系。年級:限一年級。班別:限A。', '系所:限電機工程學系。年級:限二年級、三年級、四年級。', '系所:限資訊電機學院學士班、輔系-電機工程學系、雙主修-電機工程學系。']"
51006EE2009-A,電子學,許鈞瓏,3,一5/E1-121三56/E1-121,工程二館-121,必修,半,"['系所:限電機工程學系。年級:限二年級。班別:限A。', '系所:限電機工程學系。年級:限三年級、四年級。', '系所:限資訊電機學院學士班、輔系-電機工程學系、雙主修-電機工程學系。']"
51007EE2009-B,電子學,薛木添,3,一5/E1-120三56/E1-120,工程二館-120,必修,半,"['系所:限電機工程學系。年級:限二年級。班別:限B。', '系所:限電機工程學系。年級:限三年級、四年級。', '系所:限資訊電機學院學士班、輔系-電機工程學系、雙主修-電機工程學系。']"
51009EE2015-B,電磁學,丘增杰,3,一6/E1-120三34/E1-120,工程二館-120,必修,半,"['系所:限電機工程學系。年級:限二年級。班別:限B。', '系所:限電機工程學系。年級:限三年級、四年級、五年級、六年級。', '系所:限輔系-電機工程學系、雙主修-電機工程學系。', '學院:限資訊電機學院。', '學院:限非資訊電機學院。']"
51012EE2028-A,電子電路實驗,鄭國興,1,一789/E1-223,工程二館-223,必修,半,"['系所:限電機工程學系。年級:限二年級。班別:限A。', '系所:限電機工程學系。年級:限三年級、四年級。', '系所:限資訊電機學院學士班、輔系-電機工程學系、雙主修-電機工程學系。']"
51013EE2028-B,電子電路實驗,鄭國興,1,五234/E1-223,工程二館-223,必修,半,"['系所:限電機工程學系。年級:限二年級。班別:限B。', '系所:限電機工程學系。年級:限三年級、四年級。', '系所:限資訊電機學院學士班、輔系-電機工程學系、雙主修-電機工程學系。']"
51015EE3014-*,電力系統Electric System,陳正一,3,一234/E1-123,工程二館-123,選修,半,[]
51017EE3038-*,微波工程Microwave Engineering建議修過,林祐生,3,四56/E1-123五6/E1-123,工程二館-123,選修,半,[]
51019EE3049-*,積體電路設計專題Special Project on VLSI Design電機三年級可修,,3,六ABC/E1-124,工程二館-124,必修,半,[]
51020EE3050-*,固態工程專題Special Project on Solid State Electronics電機三年級可修,,3,六ABC/E1-120,工程二館-120,必修,半,[]
51021EE3051-*,嵌入式系統應用專題Capstone Project on Embedded System Applications電機三年級可修,,3,六ABC/E1-121,工程二館-121,必修,半,[]
51022EE3052-*,電波專題實作Independent Study of Electromagnetic Techniques電機三年級可修,,3,六ABC/E1-123,工程二館-123,必修,半,[]
51023EE3053-*,電子專題Special Project of Circuit Design Techniques電機三年級可修,教授群,3,六1/E1-120六3/E1-120六2/E1-120,工程二館-120,選修,半,[]
51024EE3057-*,半導體產業及IC應用與測試概論More Semi,陳正一,1,三67/E1-101,工程二館-101,選修,半,['系所:限電機工程學系。']
51026EE3059-*,矽光子技術導論Fundamentals of Silicon Photonics資訊電機學院大學部三,廖原煌,3,五234/E1-019,工程二館-019,選修,半,"['學院:限資訊電機學院。年級:限三年級、四年級。', '學院:限理學院、工學院、生醫理工學院。年級:限三年級、四年級。']"
51027EE4004-*,專題實作Independent Study電機三年級可修,,3,六123/E1-121,工程二館-121,選修,半,[]
51029EE4013-*,通訊系統Communication System建議修過通訊原理,魏瑞益,3,四34/E1-102五2/E1-102,工程二館-102,選修,半,"['系所:限電機工程學系。年級:限三年級、四年級。', '系所:限雙主修-電機工程學系。']"
51030EE4020-*,機率Probability與CO,唐之瑋,3,一34/E1-102三2/E1-102,工程二館-102,選修,半,"['系所:限電機工程學系。年級:限三年級、四年級。', '系所:限雙主修-電機工程學系。']"
51031EE4023-*,專題實作IIIndependent Study II電機三年級可修,,3,六4/E1-019六56/E1-019,工程二館-019,選修,半,[]
51033EE4032-*,類比積體電路導論Introduction to Analog Integrated Circuit電機系三年級可選修,鄭國興,3,二567/E1-124,工程二館-124,選修,半,"['系所:限電機工程學系。年級:限四年級。', '系所:限電機工程學系。年級:限三年級。', '系所:限雙主修-電機工程學系。', '系所:限資訊電機學院學士班。年級:限三年級、四年級。']"
51036EE5018-*,天線專題Special Topics in Antennas建議,丘增杰,3,二567/E1-110,工程二館-110,選修,半,['系所:限電機工程學系碩士班、電機工程學系博士班。']
51039EE6012-*,適應控制Adaptive Control,吳俊緯,3,四567/E1-019,工程二館-019,選修,半,"['學制:限碩士班、博士班。學院:限資訊電機學院。系所:限電機工程學系碩士班、電機工程學系博士班。', '系所:限電機工程學系。年級:限四年級。']"
51042EE6084-A,書報討論Seminar限電機系研究生選修,陳正一,0,三78/E1-123,工程二館-123,必修,半,"['系所:限電機工程學系碩士班。年級:限一年級、二年級。', '系所:限電機工程學系博士班、電機工程學系產業博士班。年級:限一年級、二年級、三年級。', '系所:限電機工程學系碩士班、電機工程學系博士班、電機工程學系產業博士班。']"
51043EE6084-B,書報討論Seminar限該授課教授所指導之研究生選修,李柏磊,0,三78/E1-234,工程二館-234,必修,半,['系所:限電機工程學系碩士班、電機工程學系博士班。']
51044EE6084-C,書報討論Seminar限該授課教授所指導之研究生選修,張鴻埜,0,三78/E1-019,工程二館-019,必修,半,['系所:限電機工程學系碩士班、電機工程學系博士班。']
51045EE6084-D,書報討論Seminar限固態組之研究生選修,郭明庭,0,三78/E1-121,工程二館-121,必修,半,['系所:限電機工程學系碩士班、電機工程學系博士班。']
51046EE6084-E,書報討論Seminar限電波組研究生,周求致,0,三78/E1-120,工程二館-120,必修,半,['系所:限電機工程學系碩士班、電機工程學系博士班。']
51047EE6084-F,書報討論Seminar限電子組研究生,許鈞瓏,0,三78/E1-124,工程二館-124,必修,半,['系所:限電機工程學系碩士班、電機工程學系博士班。']
51048EE6084-G,書報討論Seminar限該授課教授所指導之研究生選修,徐國鎧,0,三78/E1-123,工程二館-123,必修,半,['系所:限電機工程學系碩士班、電機工程學系博士班。']
51050EE7052-*,高速電子元件High Speed Semiconductor Devices,辛裕明,3,四567/E1-107,工程二館-107,選修,半,[]
51054EE8014-*,微波積體電路Microwave Integrated Circuit,邱煥凱,3,一234/E1-107,工程二館-107,選修,半,['學制:限碩士班、博士班。學院:限資訊電機學院。系所:限電機工程學系碩士班、電機工程學系博士班。']
51055EE8015-*,通訊多媒體核心設計Multimedia Communication IP Design,蔡宗漢,3,四678/E1-110,工程二館-110,選修,半,"['系所:限電機工程學系碩士班、電機工程學系博士班。年級:限一年級。', '系所:限電機工程學系、電機工程學系博士班。']"
51060EE8050-*,微波電路實作Microwave Circuit Laboratory資訊電機學院大學部四年級可選修,凃文化,3,一34/E1-110五34/E1-110,工程二館-110,選修,半,"['系所:限電機工程學系碩士班、電機工程學系博士班。', '系所:限電機工程學系、通訊工程學系、資訊電機學院學士班、雙主修-電機工程學系。年級:限四年級。']"
51062EE8061-*,半導體製程實務Semiconductor Technology Seminar電機系四年級可選修,陳正一,3,五678/E1-124,工程二館-124,選修,半,"['系所:限電機工程學系碩士班、電機工程學系博士班。', '系所:限電機工程學系。年級:限一年級、二年級、三年級、四年級。', '系所:限資訊工程學系碩士班、通訊工程學系碩士班、資訊工程學系博士班、通訊工程學系博士班。', '系所:限資訊工程學系、通訊工程學系、資訊電機學院學士班。']"
51063EE8085-*,微波傳輸線電路Microwave transmission line circuits,凃文化,3,一567/E1-123,工程二館-123,選修,半,['系所:限電機工程學系碩士班、電機工程學系博士班。']
51066EE9998-*,研究實習Research Training,教授群,0,六1/E1-110,工程二館-110,選修,半,[]
52001CE1002-*,計算機概論,施國琛,3,四567/E6-A207,工程五館-A207,必修,半,"['系所:限資訊工程學系。年級:限一年級。', '系所:限資訊電機學院學士班。年級:限一年級。', '系所:限資訊工程學系。年級:限二年級、三年級、四年級。', '系所:限雙主修-資訊工程學系、第二專長-資訊工程程式設計。']"
52002CE1004-A,計算機實習,施國琛,1,五89/E6-A206,工程五館-A206,必修,半,"['系所:限資訊工程學系。年級:限一年級。班別:限A。', '系所:限資訊電機學院學士班。', '系所:限資訊工程學系。年級:限二年級、三年級、四年級。', '系所:限雙主修-資訊工程學系、第二專長-資訊工程程式設計。']"
52003CE1004-B,計算機實習,施國琛,1,五67/E6-A206,工程五館-A206,必修,半,"['系所:限資訊電機學院學士班。年級:限一年級。', '系所:限資訊工程學系。年級:限一年級。班別:限B。', '系所:限資訊工程學系。年級:限二年級、三年級、四年級。', '系所:限雙主修-資訊工程學系、第二專長-資訊工程程式設計。']"
52004CE1006-A,工程數學Engineering Mathematics,王家慶,3,二789/E6-A211,工程五館-A211,必修,半,"['系所:限資訊工程學系。年級:限一年級。班別:限A。', '系所:限資訊工程學系。年級:限二年級、三年級、四年級。', '系所:限資訊電機學院學士班。', '系所:限雙主修-資訊工程學系。']"
52005CE1006-B,工程數學Engineering Mathematics,蘇柏齊,3,二567/E6-A204,工程五館-A204,必修,半,"['系所:限資訊工程學系。年級:限一年級。班別:限B。', '系所:限資訊工程學系。年級:限二年級、三年級、四年級。', '系所:限資訊電機學院學士班。', '系所:限雙主修-資訊工程學系。']"
52006CE2004-A,程式語言Principles of Programming Languages,許富皓,3,一789/E6-A207,工程五館-A207,必修,半,"['系所:限資訊工程學系。年級:限二年級。班別:限A。', '系所:限資訊工程學系。年級:限三年級、四年級。', '系所:限資訊電機學院學士班。', '系所:限輔系-資訊工程學系、雙主修-資訊工程學系、第二專長-資訊工程程式設計。']"
52007CE2004-B,程式語言Principles of Programming Languages,莊永裕劉晨鐘,3,一789/E6-B218,工程五館-B218,必修,半,"['系所:限資訊工程學系。年級:限二年級。班別:限B。', '系所:限資訊工程學系。年級:限三年級、四年級。', '系所:限資訊電機學院學士班。', '系所:限輔系-資訊工程學系、雙主修-資訊工程學系、第二專長-資訊工程程式設計。']"
52008CE2008-*,數位系統導論Digital Design,陳慶瀚,3,三2/E6-A207五34/E6-A207,工程五館-A207,必修,半,"['系所:限資訊工程學系。年級:限一年級。', '學制:限學士班。系所:限資訊工程學系。年級:限二年級、三年級、四年級。', '系所:限輔系-資訊工程學系、雙主修-資訊工程學系。']"
52009CE2009-*,電子電路學Electronic Circuits,任玄,3,三Z56/E6-A211,工程五館-A211,選修,半,"['系所:限資訊工程學系。年級:限二年級、三年級、四年級。', '學制:限學士班。系所:限資訊電機學院學士班。']"
52010CE2010-A,數位系統實驗Experiment of Digital Design,陳慶瀚,1,五567/E6-A208,工程五館-A208,必修,半,"['系所:限資訊工程學系。年級:限一年級。班別:限A。', '學制:限學士班。系所:限資訊工程學系。年級:限二年級、三年級、四年級。', '系所:限雙主修-資訊工程學系。']"
52011CE2010-B,數位系統實驗Experiment of Digital Design,陳慶瀚,1,三789/E6-A208,工程五館-A208,必修,半,"['系所:限資訊工程學系。年級:限一年級。班別:限B。', '學制:限學士班。系所:限資訊工程學系。年級:限二年級、三年級、四年級。', '系所:限雙主修-資訊工程學系。']"
52012CE2036-*,資訊與社會服務,蔡宗翰,3,二ABC/E6-A306,工程五館-A306,選修,半,['系所:限資訊工程學系。年級:限一年級、二年級、三年級、四年級。']
52015CE3002-B,作業系統Operating System,周立德,3,五234/E6-A204,工程五館-A204,必修,半,"['系所:限資訊工程學系。年級:限二年級。班別:限B。', '系所:限資訊工程學系。年級:限三年級、四年級。', '系所:限資訊電機學院學士班。', '系所:限輔系-資訊工程學系、雙主修-資訊工程學系、第二專長-資訊工程程式設計。']"
52017CE3005-B,演算法Algorithmics,江振瑞,3,二678/E6-A207,工程五館-A207,必修,半,"['系所:限資訊工程學系。年級:限二年級。班別:限B。', '系所:限資訊工程學系。年級:限三年級、四年級。', '系所:限資訊電機學院學士班。', '系所:限輔系-資訊工程學系、雙主修-資訊工程學系、第二專長-資訊工程程式設計。']"
52018CE3008-*,專題實驗 ISpecial Project in Computer Science I,教授群,2,六B/*-***,其他-***,必修,半,['學制:限學士班。系所:限資訊工程學系。年級:限三年級、四年級。']
52019CE3068-*,雲端服務安全Cloud Service Security,王尉任,3,一567/E6-A206,工程五館-A206,選修,半,['系所:限資訊工程學系。年級:限三年級、四年級。']
52020CE4001-A,專題實驗IISpecial Project in Computer Science II莊永裕,莊永裕梁德容施國琛鄭永斌,2,六B/*-***,其他-***,必修,半,['學制:限學士班。系所:限資訊工程學系。年級:限三年級、四年級。']
52021CE4001-B,專題實驗IISpecial Project in Computer Science II蔡孟峰,蔡孟峰蔡宗翰陳國棟楊鎮華陳弘軒張嘉惠洪炯宗鍾佳儒劉晨鐘,2,六B/*-***,其他-***,必修,半,['學制:限學士班。系所:限資訊工程學系。年級:限三年級、四年級。']
52022CE4001-C,專題實驗IISpecial Project in Computer Science II周立德,周立德江振瑞張貴雲,2,六B/*-***,其他-***,必修,半,['學制:限學士班。系所:限資訊工程學系。年級:限三年級、四年級。']
52023CE4001-D,專題實驗IISpecial Project in Computer Science II鄭旭詠,鄭旭詠林家瑜吳曉光范國清蘇柏齊,2,六B/*-***,其他-***,必修,半,['學制:限學士班。系所:限資訊工程學系。年級:限三年級、四年級。']
52024CE4001-E,專題實驗IISpecial Project in Computer Science II王家慶,王家慶許富皓蘇木春陳增益葉士青陳慶瀚,2,六B/*-***,其他-***,必修,半,['學制:限學士班。系所:限資訊工程學系。年級:限三年級、四年級。']
52025CE4001-F,專題實驗IISpecial Project in Computer Science II孫敏德,孫敏德楊晧琮韓伯維洪慧儒王尉任,2,六B/*-***,其他-***,必修,半,['系所:限資訊工程學系。年級:限三年級、四年級。']
52026CE4002-*,專題實驗,教授群,2,六B/*-***,其他-***,必修,半,[]
52027CE5033-*,統計方法與資料採礦Statistical Methods and Data Mining,鍾佳儒,3,二678/E6-A306,工程五館-A306,選修,半,"['系所:限資訊工程學系碩士班、資訊工程學系軟體工程碩士班、資訊工程學系AI碩士班、資訊工程學系博士班。', '系所:限資訊工程學系。年級:限三年級、四年級。']"
52028CE5038-*,資料壓縮Data Compression,蘇柏齊,3,三234/E6-A205,工程五館-A205,選修,半,['系所:限資訊工程學系碩士班、資訊工程學系軟體工程碩士班、資訊工程學系AI碩士班、資訊工程學系博士班。']
52029CE5065-*,使用者界面設計和評鑑Design and Evaluation of User Interface,陳攸華,3,三789/E6-A406,工程五館-A406,選修,半,['系所:限資訊工程學系碩士班、資訊工程學系軟體工程碩士班、資訊工程學系AI碩士班、資訊工程學系博士班。']
52030CE5066-*,生物與醫學資訊之資訊探勘Data mining on biological and andmedical data,洪炯宗,3,三234/E6-A210,工程五館-A210,選修,半,['系所:限資訊工程學系碩士班、資訊工程學系軟體工程碩士班、資訊工程學系AI碩士班、資訊工程學系博士班。']
52031CE5081-*,學習,劉晨鐘,3,二567/E6-B218,工程五館-B218,選修,半,"['系所:限資訊工程學系碩士班、資訊工程學系軟體工程碩士班、資訊工程學系AI碩士班、資訊工程學系博士班。', '系所:限資訊工程學系。年級:限三年級、四年級。', '系所:限網路學習科技研究所碩士班、網路學習科技研究所博士班。']"
52032CE5084-*,影音訊號處理實務Practice in Video,王家慶,3,四678/E6-A203,工程五館-A203,選修,半,['系所:限資訊工程學系博士班。']
52033CE5087-*,科技風險管理IT Risk Management任課教師,孫敏德李逸元,3,二567/E6-A303,工程五館-A303,選修,半,"['系所:限資訊工程學系碩士班、資訊工程學系軟體工程碩士班、資訊工程學系AI碩士班、資訊工程學系博士班。', '系所:限資訊工程學系。年級:限三年級、四年級。']"
52034CE5088-*,深度強化學習Deep Reinforcement Learning,林建昌,3,五567/E6-A203,工程五館-A203,選修,半,"['系所:限資訊工程學系碩士班、資訊工程學系軟體工程碩士班、資訊工程學系AI碩士班、資訊工程學系博士班。', '系所:限資訊工程學系。年級:限三年級、四年級。']"
52035CE6002-*,書報討論Seminar與CE,洪慧儒,0,三67/E6-A207,工程五館-A207,必修,半,"['系所:限資訊工程學系碩士在職專班、資訊工程學系博士班。年級:限一年級。', '系所:限資訊工程學系碩士班、資訊工程學系碩士在職專班、資訊工程學系博士班。']"
52036CE6011-*,專題討論Special Topics in Computer Science,教授群,0,六1/*-***,其他-***,必修,全,"['系所:限資訊工程學系博士班。年級:限一年級、二年級、三年級。', '系所:限資訊工程學系博士班。']"
52037CE6012-*,專題討論Special Topics in Computer Science,教授群,0,六B/*-***,其他-***,必修,全,"['系所:限資訊工程學系博士班。年級:限一年級、二年級、三年級。', '系所:限資訊工程學系博士班。']"
52038CE6032-*,電腦視覺Computer Vision,范國清,3,五234/E6-A209,工程五館-A209,選修,半,"['系所:限資訊工程學系碩士班、資訊工程學系軟體工程碩士班、資訊工程學系AI碩士班、資訊工程學系博士班。', '系所:限第二專長-人工智慧。']"
52039CE6039-*,資料庫系統Database,蔡孟峰,3,一567/E6-A303,工程五館-A303,選修,半,"['系所:限資訊工程學系碩士班、資訊工程學系軟體工程碩士班、資訊工程學系AI碩士班、資訊工程學系博士班。', '系所:限資訊工程學系。年級:限四年級。', '系所:限學分學程-巨量資料分析。', '系所:限資訊電機學院學士班。年級:限四年級。']"
52040CE6101-*,智慧型網路服務工程Semantic Web services engineering,楊鎮華,3,一678/E6-A301,工程五館-A301,選修,半,['系所:限資訊工程學系碩士班、資訊工程學系軟體工程碩士班、資訊工程學系AI碩士班、資訊工程學系博士班。']
52041CE6103-*,智慧型語言學習系統Computer Assisted Language Learning,楊接期,3,一567/E6-A408,工程五館-A408,選修,半,"['系所:限資訊工程學系碩士班、資訊工程學系軟體工程碩士班、資訊工程學系AI碩士班、資訊工程學系博士班。', '系所:限資訊工程學系。年級:限三年級、四年級。', '系所:限資訊電機學院學士班。年級:限三年級、四年級。']"
52042CE6132-*,高等分散式計算模型Advanced Distributed Computing Models,王尉任,3,一234/E6-A205,工程五館-A205,選修,半,['系所:限資訊工程學系碩士班、資訊工程學系軟體工程碩士班、資訊工程學系AI碩士班、資訊工程學系博士班。']
52044CE6147-*,巨量資料專題討論Special Topics in Big Data此課程為修習,全體專任老師,2,六B/*-***,其他-***,選修,半,[]
52046CE6152-*,書報討論Seminar與CE,洪慧儒,1,三67/E6-A207,工程五館-A207,必修,半,"['系所:限資訊工程學系碩士班、資訊工程學系AI碩士班。年級:限一年級。', '系所:限資訊工程學系碩士班、資訊工程學系AI碩士班。']"
52047CE6166-*,資料庫系統實作專題Practical special topics on Database System,陳國棟,3,一234/E6-A208,工程五館-A208,選修,半,"['系所:限資訊工程學系碩士班、資訊工程學系軟體工程碩士班、資訊工程學系AI碩士班、資訊工程學系博士班。', '系所:限資訊工程學系。年級:限三年級、四年級。', '系所:限資訊電機學院學士班。']"
52050CE7030-*,無線感測網路協定與應用Protocols and Applications for Wireless Sensor Networks,張貴雲,3,一567/E6-A210,工程五館-A210,選修,半,['系所:限資訊工程學系碩士班、資訊工程學系軟體工程碩士班、資訊工程學系AI碩士班、資訊工程學系博士班。']
52052CE7067-*,論文研討Thesis Research in Computer Science,指導教授,1,六B/*-***,其他-***,必修,半,['系所:限資訊工程學系碩士班、資訊工程學系軟體工程碩士班、資訊工程學系AI碩士班。']
52053CE7068-*,論文研討Thesis Research in Computer Science,指導教授,1,六B/*-***,其他-***,必修,半,"['系所:限資訊工程學系碩士班、資訊工程學系軟體工程碩士班、資訊工程學系AI碩士班。年級:限一年級。', '系所:限資訊工程學系碩士班、資訊工程學系軟體工程碩士班、資訊工程學系AI碩士班。']"
52054CE7069-*,論文研討Thesis Research in Computer Science,指導教授,1,六B/*-***,其他-***,必修,半,['系所:限資訊工程學系碩士班、資訊工程學系軟體工程碩士班、資訊工程學系AI碩士班。']
52055CE7070-*,論文研討Thesis Research in Computer Science,指導教授,1,六B/*-***,其他-***,必修,半,"['系所:限資訊工程學系碩士班、資訊工程學系軟體工程碩士班、資訊工程學系AI碩士班。年級:限二年級。', '系所:限資訊工程學系碩士班、資訊工程學系軟體工程碩士班、資訊工程學系AI碩士班。']"
52056CE7076-*,生成式人工智慧與基礎模型於生物資訊之理論與應用Generative Artificial Intelligence and Foundation Models in Bioinformatics,鍾佳儒,3,一678/E6-A306,工程五館-A306,選修,半,"['系所:限資訊工程學系碩士班、資訊工程學系軟體工程碩士班、資訊工程學系AI碩士班、資訊工程學系博士班。', '系所:限資訊工程學系。年級:限三年級、四年級。']"
52059CEA011-*,機器學習Machine Learning,孫敏德,3,三ABC/E6-A203,工程五館-A203,選修,半,['系所:限資訊工程學系碩士在職專班。']
52060CEA018-*,互動科技及,葉士青,3,二ABC/E6-A204,工程五館-A204,選修,半,['系所:限資訊工程學系碩士在職專班。']
52061CEA036-*,電腦攻擊與防禦The Attack and Defense of Computers,許富皓,3,二ABC/E6-A203,工程五館-A203,選修,半,['系所:限資訊工程學系碩士在職專班。']
52062CEA037-*,嵌入式系統設計Embedded System Design,陳慶瀚,3,一ABC/E6-A208,工程五館-A208,選修,半,['系所:限資訊工程學系碩士在職專班。']
52063CEA051-*,論文討論,教授群,3,,,必修,半,"['系所:限資訊工程學系碩士在職專班。年級:限二年級。', '系所:限資訊工程學系碩士在職專班。']"
52064CEA052-*,論文討論,指導教授,3,六B/*-***,其他-***,必修,半,"['系所:限資訊工程學系碩士在職專班。年級:限二年級。', '系所:限資訊工程學系碩士在職專班。']"
